,YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE_flights,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY,AIRLINE_airlines,AIRPORT_OriginAirport,CITY_OriginAirport,STATE_OriginAirport,COUNTRY_OriginAirport,LATITUDE_OriginAirport,LONGITUDE_OriginAirport,AIRPORT_DestinationAirport,CITY_DestinationAirport,STATE_DestinationAirport,COUNTRY_DestinationAirport,LATITUDE_DestinationAirport,LONGITUDE_DestinationAirport
2746482,2015-01-01 00:00:00,1900-01-01 00:06:00,1900-01-22 00:00:00,1,AA,259,N3JXAA,SFO,DFW,1340,1359.0,19.0,22.0,1421.0,219.0,215.0,177.0,1464,1918.0,16.0,1919,1934.0,15.0,0,0,,0.0,0.0,1.0,14.0,0.0,American Airlines Inc.,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37484,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
5585665,2015-01-01 00:00:00,1900-01-01 00:12:00,1900-01-16 00:00:00,3,B6,834,N828JB,SFO,BOS,2119,2140.0,21.0,9.0,2149.0,321.0,304.0,290.0,2704,539.0,5.0,540,544.0,4.0,0,0,,,,,,,JetBlue Airways,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37484,Gen. Edward Lawrence Logan International Airport,Boston,MA,USA,42.36435,-71.00518
2814976,2015-01-01 00:00:00,1900-01-01 00:06:00,1900-01-26 00:00:00,5,WN,3040,N238WN,SJC,LAX,1245,1252.0,7.0,11.0,1303.0,80.0,67.0,51.0,308,1354.0,5.0,1405,1359.0,-6.0,0,0,,,,,,,Southwest Airlines Co.,Norman Y. Mineta San José International Airport,San Jose,CA,USA,37.36186,-121.92901,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
3037938,2015-01-01 00:00:00,1900-01-01 00:07:00,1900-01-10 00:00:00,5,DL,1602,N3772H,LAS,ATL,600,555.0,-5.0,12.0,607.0,240.0,218.0,200.0,1747,1227.0,6.0,1300,1233.0,-27.0,0,0,,,,,,,Delta Air Lines Inc.,McCarran International Airport,Las Vegas,NV,USA,36.08036,-115.15233,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694
4346428,2015-01-01 00:00:00,1900-01-01 00:09:00,1900-01-28 00:00:00,1,EV,4738,N11547,MKE,CLE,1429,1419.0,-10.0,15.0,1434.0,73.0,77.0,53.0,328,1627.0,9.0,1642,1636.0,-6.0,0,0,,,,,,,Atlantic Southeast Airlines,General Mitchell International Airport,Milwaukee,WI,USA,42.94722,-87.89658,Cleveland Hopkins International Airport,Cleveland,OH,USA,41.41089,-81.8494
4530059,2015-01-01 00:00:00,1900-01-01 00:10:00,1900-01-10 00:00:00,6,EV,5046,N867AS,11150,10397,600,553.0,-7.0,12.0,605.0,43.0,40.0,23.0,83,628.0,5.0,643,633.0,-10.0,0,0,,,,,,,Atlantic Southeast Airlines,,,,,,,,,,,,
2256405,2015-01-01 00:00:00,1900-01-01 00:05:00,1900-01-23 00:00:00,6,US,589,N561UW,DCA,PHX,1710,1735.0,25.0,11.0,1746.0,301.0,284.0,269.0,1979,1915.0,4.0,1911,1919.0,8.0,0,0,,,,,,,US Airways Inc.,Ronald Reagan Washington National Airport,Arlington,VA,USA,38.85208,-77.03772,Phoenix Sky Harbor International Airport,Phoenix,AZ,USA,33.43417,-112.00806
4889201,2015-01-01 00:00:00,1900-01-01 00:11:00,1900-01-02 00:00:00,1,AA,1960,N104UW,TPA,CLT,700,656.0,-4.0,19.0,715.0,102.0,104.0,78.0,507,833.0,7.0,842,840.0,-2.0,0,0,,,,,,,American Airlines Inc.,Tampa International Airport,Tampa,FL,USA,27.97547,-82.53325,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313
2605691,2015-01-01 00:00:00,1900-01-01 00:06:00,1900-01-14 00:00:00,7,B6,1888,N323JB,MCO,ORH,825,822.0,-3.0,13.0,835.0,167.0,156.0,140.0,1091,1055.0,3.0,1112,1058.0,-14.0,0,0,,,,,,,JetBlue Airways,Orlando International Airport,Orlando,FL,USA,28.42889,-81.31603,Worcester Regional Airport,Worcester,MA,USA,42.26734,-71.87571
3544481,2015-01-01 00:00:00,1900-01-01 00:08:00,1900-01-09 00:00:00,7,UA,1105,N14704,DEN,EWR,600,600.0,0.0,14.0,614.0,220.0,230.0,210.0,1605,1144.0,6.0,1140,1150.0,10.0,0,0,,,,,,,United Air Lines Inc.,Denver International Airport,Denver,CO,USA,39.85841,-104.667,Newark Liberty International Airport,Newark,NJ,USA,40.6925,-74.16866
1812314,2015-01-01 00:00:00,1900-01-01 00:04:00,1900-01-26 00:00:00,7,US,2045,N833AW,CLE,CLT,1200,1151.0,-9.0,21.0,1212.0,94.0,106.0,77.0,430,1329.0,8.0,1334,1337.0,3.0,0,0,,,,,,,US Airways Inc.,Cleveland Hopkins International Airport,Cleveland,OH,USA,41.41089,-81.8494,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313
3503700,2015-01-01 00:00:00,1900-01-01 00:08:00,1900-01-06 00:00:00,4,F9,755,N929FR,DEN,PHX,1420,1413.0,-7.0,10.0,1423.0,106.0,105.0,90.0,602,1453.0,5.0,1506,1458.0,-8.0,0,0,,,,,,,Frontier Airlines Inc.,Denver International Airport,Denver,CO,USA,39.85841,-104.667,Phoenix Sky Harbor International Airport,Phoenix,AZ,USA,33.43417,-112.00806
1495783,2015-01-01 00:00:00,1900-01-01 00:04:00,1900-01-06 00:00:00,1,B6,1070,N569JB,FLL,BOS,1728,1727.0,-1.0,12.0,1739.0,191.0,181.0,163.0,1237,2022.0,6.0,2039,2028.0,-11.0,0,0,,,,,,,JetBlue Airways,Fort Lauderdale-Hollywood International Airport,Ft. Lauderdale,FL,USA,26.07258,-80.15275,Gen. Edward Lawrence Logan International Airport,Boston,MA,USA,42.36435,-71.00518
2982808,2015-01-01 00:00:00,1900-01-01 00:07:00,1900-01-06 00:00:00,1,AA,2315,N3JPAA,MCO,MIA,1930,2059.0,89.0,12.0,2111.0,67.0,65.0,39.0,192,2150.0,14.0,2037,2204.0,87.0,0,0,,0.0,0.0,0.0,71.0,16.0,American Airlines Inc.,Orlando International Airport,Orlando,FL,USA,28.42889,-81.31603,Miami International Airport,Miami,FL,USA,25.79325,-80.29056
5510684,2015-01-01 00:00:00,1900-01-01 00:12:00,1900-01-11 00:00:00,5,MQ,3086,N830MQ,ORD,DAY,2146,2143.0,-3.0,12.0,2155.0,70.0,58.0,40.0,240,2335.0,6.0,2356,2341.0,-15.0,0,0,,,,,,,American Eagle Airlines Inc.,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446,James M. Cox Dayton International Airport,Dayton,OH,USA,39.90238,-84.21938
524477,2015-01-01 00:00:00,1900-01-01 00:02:00,1900-01-04 00:00:00,3,EV,5366,N720EV,DTW,MDW,1535,1635.0,60.0,71.0,1746.0,81.0,120.0,44.0,228,1730.0,5.0,1556,1735.0,99.0,0,0,,39.0,0.0,4.0,56.0,0.0,Atlantic Southeast Airlines,Detroit Metropolitan Airport,Detroit,MI,USA,42.21206,-83.34884,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
5372943,2015-01-01 00:00:00,1900-01-01 00:12:00,1900-01-03 00:00:00,4,WN,2447,N758SW,SJC,BUR,645,642.0,-3.0,15.0,657.0,60.0,62.0,44.0,296,741.0,3.0,745,744.0,-1.0,0,0,,,,,,,Southwest Airlines Co.,Norman Y. Mineta San José International Airport,San Jose,CA,USA,37.36186,-121.92901,Bob Hope Airport (Hollywood Burbank Airport),Burbank,CA,USA,34.20062,-118.3585
2611956,2015-01-01 00:00:00,1900-01-01 00:06:00,1900-01-14 00:00:00,7,WN,3205,N428WN,LAS,MDW,1440,1441.0,1.0,87.0,1608.0,220.0,291.0,191.0,1521,2119.0,13.0,2020,2132.0,72.0,0,0,,72.0,0.0,0.0,0.0,0.0,Southwest Airlines Co.,McCarran International Airport,Las Vegas,NV,USA,36.08036,-115.15233,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
3924142,2015-01-01 00:00:00,1900-01-01 00:09:00,1900-01-01 00:00:00,2,MQ,3277,N696MQ,ORD,BNA,830,856.0,26.0,9.0,905.0,93.0,82.0,68.0,409,1013.0,5.0,1003,1018.0,15.0,0,0,,15.0,0.0,0.0,0.0,0.0,American Eagle Airlines Inc.,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446,Nashville International Airport,Nashville,TN,USA,36.12448,-86.67818
5560463,2015-01-01 00:00:00,1900-01-01 00:12:00,1900-01-15 00:00:00,2,EV,2856,N675AE,BRO,DFW,1106,1103.0,-3.0,8.0,1111.0,105.0,83.0,70.0,482,1221.0,5.0,1251,1226.0,-25.0,0,0,,,,,,,Atlantic Southeast Airlines,Brownsville/South Padre Island International Airport,Brownsville,TX,USA,25.90683,-97.42586,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
1397623,2015-01-01 00:00:00,1900-01-01 00:03:00,1900-01-31 00:00:00,2,WN,45,N794SW,AUS,DAL,1550,1605.0,15.0,9.0,1614.0,55.0,57.0,41.0,189,1655.0,7.0,1645,1702.0,17.0,0,0,,2.0,0.0,0.0,15.0,0.0,Southwest Airlines Co.,Austin-Bergstrom International Airport,Austin,TX,USA,30.19453,-97.66987,Dallas Love Field,Dallas,TX,USA,32.84711,-96.85177
2346377,2015-01-01 00:00:00,1900-01-01 00:05:00,1900-01-29 00:00:00,5,US,604,N971UY,DEN,PHX,1217,1220.0,3.0,11.0,1231.0,108.0,103.0,86.0,602,1257.0,6.0,1305,1303.0,-2.0,0,0,,,,,,,US Airways Inc.,Denver International Airport,Denver,CO,USA,39.85841,-104.667,Phoenix Sky Harbor International Airport,Phoenix,AZ,USA,33.43417,-112.00806
4030485,2015-01-01 00:00:00,1900-01-01 00:09:00,1900-01-08 00:00:00,2,WN,520,N711HK,DEN,OAK,825,824.0,-1.0,13.0,837.0,160.0,147.0,128.0,957,945.0,6.0,1005,951.0,-14.0,0,0,,,,,,,Southwest Airlines Co.,Denver International Airport,Denver,CO,USA,39.85841,-104.667,Oakland International Airport,Oakland,CA,USA,37.72129,-122.22072
19878,2015-01-01 00:00:00,1900-01-01 00:01:00,1900-01-02 00:00:00,5,WN,3052,N8637A,PHL,MCO,1105,1100.0,-5.0,8.0,1108.0,160.0,137.0,123.0,861,1311.0,6.0,1345,1317.0,-28.0,0,0,,,,,,,Southwest Airlines Co.,Philadelphia International Airport,Philadelphia,PA,USA,39.87195,-75.24114,Orlando International Airport,Orlando,FL,USA,28.42889,-81.31603
69956,2015-01-01 00:00:00,1900-01-01 00:01:00,1900-01-05 00:00:00,1,OO,4440,N633SK,SJC,LAX,1236,1232.0,-4.0,13.0,1245.0,84.0,78.0,53.0,308,1338.0,12.0,1400,1350.0,-10.0,0,0,,,,,,,Skywest Airlines Inc.,Norman Y. Mineta San José International Airport,San Jose,CA,USA,37.36186,-121.92901,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
3036877,2015-01-01 00:00:00,1900-01-01 00:07:00,1900-01-09 00:00:00,4,OO,6355,N784SK,DEN,FSD,2210,2238.0,28.0,20.0,2258.0,92.0,85.0,62.0,483,100.0,3.0,42,103.0,21.0,0,0,,0.0,0.0,21.0,0.0,0.0,Skywest Airlines Inc.,Denver International Airport,Denver,CO,USA,39.85841,-104.667,Sioux Falls Regional Airport,Sioux Falls,SD,USA,43.58135,-96.7417
1885012,2015-01-01 00:00:00,1900-01-01 00:04:00,1900-01-30 00:00:00,4,AA,2347,N4WTAA,ORD,DFW,1810,1806.0,-4.0,22.0,1828.0,161.0,144.0,107.0,802,2015.0,15.0,2051,2030.0,-21.0,0,0,,,,,,,American Airlines Inc.,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
3994054,2015-01-01 00:00:00,1900-01-01 00:09:00,1900-01-05 00:00:00,6,HA,162,N485HA,HNL,ITO,1339,1334.0,-5.0,16.0,1350.0,51.0,58.0,36.0,216,1426.0,6.0,1430,1432.0,2.0,0,0,,,,,,,Hawaiian Airlines Inc.,Honolulu International Airport,Honolulu,HI,USA,21.31869,-157.92241,Hilo International Airport,Hilo,HI,USA,19.72026,-155.04847
2648744,2015-01-01 00:00:00,1900-01-01 00:06:00,1900-01-16 00:00:00,2,WN,845,N760SW,MDW,TPA,1650,1708.0,18.0,8.0,1716.0,150.0,141.0,129.0,997,2025.0,4.0,2020,2029.0,9.0,0,0,,,,,,,Southwest Airlines Co.,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242,Tampa International Airport,Tampa,FL,USA,27.97547,-82.53325
5674494,2015-01-01 00:00:00,1900-01-01 00:12:00,1900-01-22 00:00:00,2,B6,715,N328JB,DCA,JAX,1309,1304.0,-5.0,13.0,1317.0,126.0,117.0,99.0,634,1456.0,5.0,1515,1501.0,-14.0,0,0,,,,,,,JetBlue Airways,Ronald Reagan Washington National Airport,Arlington,VA,USA,38.85208,-77.03772,Jacksonville International Airport,Jacksonville,FL,USA,30.49406,-81.68786
664326,2015-01-01 00:00:00,1900-01-01 00:02:00,1900-01-13 00:00:00,5,DL,2626,N314US,ATL,SDF,1730,1729.0,-1.0,12.0,1741.0,81.0,81.0,61.0,321,1842.0,8.0,1851,1850.0,-1.0,0,0,,,,,,,Delta Air Lines Inc.,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694,Louisville International Airport (Standiford Field),Louisville,KY,USA,38.17439,-85.736
5781723,2015-01-01 00:00:00,1900-01-01 00:12:00,1900-01-29 00:00:00,2,WN,4050,N652SW,DEN,HOU,1340,1405.0,25.0,15.0,1420.0,140.0,142.0,122.0,883,1722.0,5.0,1700,1727.0,27.0,0,0,,2.0,0.0,4.0,21.0,0.0,Southwest Airlines Co.,Denver International Airport,Denver,CO,USA,39.85841,-104.667,William P. Hobby Airport,Houston,TX,USA,29.64542,-95.27889
2382447,2015-01-01 00:00:00,1900-01-01 00:05:00,1900-01-31 00:00:00,7,OO,6233,N910SW,SFO,PSP,1842,1831.0,-11.0,14.0,1845.0,90.0,80.0,62.0,421,1947.0,4.0,2012,1951.0,-21.0,0,0,,,,,,,Skywest Airlines Inc.,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37484,Palm Springs International Airport,Palm Springs,CA,USA,33.82922,-116.50625
4812668,2015-01-01 00:00:00,1900-01-01 00:10:00,1900-01-28 00:00:00,3,EV,4579,N14203,11481,12266,605,615.0,10.0,12.0,627.0,120.0,115.0,97.0,572,804.0,6.0,805,810.0,5.0,0,0,,,,,,,Atlantic Southeast Airlines,,,,,,,,,,,,
4173075,2015-01-01 00:00:00,1900-01-01 00:09:00,1900-01-17 00:00:00,4,DL,2213,N911DA,ATL,MLB,1205,1200.0,-5.0,14.0,1214.0,85.0,80.0,63.0,442,1317.0,3.0,1330,1320.0,-10.0,0,0,,,,,,,Delta Air Lines Inc.,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694,Melbourne International Airport,Melbourne,FL,USA,28.10275,-80.64581
3816131,2015-01-01 00:00:00,1900-01-01 00:08:00,1900-01-25 00:00:00,2,AA,1307,N3AXAA,LAX,ORD,1315,1313.0,-2.0,16.0,1329.0,260.0,236.0,208.0,1744,1857.0,12.0,1935,1909.0,-26.0,0,0,,,,,,,American Airlines Inc.,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
1588479,2015-01-01 00:00:00,1900-01-01 00:04:00,1900-01-12 00:00:00,7,US,2023,N920US,PHX,LAX,1355,1352.0,-3.0,19.0,1411.0,92.0,79.0,53.0,370,1504.0,7.0,1527,1511.0,-16.0,0,0,,,,,,,US Airways Inc.,Phoenix Sky Harbor International Airport,Phoenix,AZ,USA,33.43417,-112.00806,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
948088,2015-01-01 00:00:00,1900-01-01 00:03:00,1900-01-04 00:00:00,3,WN,1367,N8631A,SNA,PHX,645,642.0,-3.0,24.0,706.0,90.0,88.0,57.0,338,903.0,7.0,915,910.0,-5.0,0,0,,,,,,,Southwest Airlines Co.,John Wayne Airport (Orange County Airport),Santa Ana,CA,USA,33.67566,-117.86822,Phoenix Sky Harbor International Airport,Phoenix,AZ,USA,33.43417,-112.00806
5724183,2015-01-01 00:00:00,1900-01-01 00:12:00,1900-01-25 00:00:00,5,B6,1415,N944JB,JFK,SFO,1959,1959.0,0.0,31.0,2030.0,400.0,402.0,364.0,2586,2334.0,7.0,2339,2341.0,2.0,0,0,,,,,,,JetBlue Airways,John F. Kennedy International Airport (New York International Airport),New York,NY,USA,40.63975,-73.77893,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37484
1288818,2015-01-01 00:00:00,1900-01-01 00:03:00,1900-01-24 00:00:00,2,UA,1187,N69819,LAX,ORD,2245,2303.0,18.0,17.0,2320.0,237.0,223.0,202.0,1744,442.0,4.0,442,446.0,4.0,0,0,,,,,,,United Air Lines Inc.,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
401191,2015-01-01 00:00:00,1900-01-01 00:01:00,1900-01-27 00:00:00,2,WN,161,N267WN,DEN,DAY,1135,1142.0,7.0,9.0,1151.0,150.0,143.0,128.0,1085,1559.0,6.0,1605,1605.0,0.0,0,0,,,,,,,Southwest Airlines Co.,Denver International Airport,Denver,CO,USA,39.85841,-104.667,James M. Cox Dayton International Airport,Dayton,OH,USA,39.90238,-84.21938
3125729,2015-01-01 00:00:00,1900-01-01 00:07:00,1900-01-15 00:00:00,3,MQ,3459,N824MQ,DFW,SPS,930,930.0,0.0,10.0,940.0,49.0,47.0,30.0,113,1010.0,7.0,1019,1017.0,-2.0,0,0,,,,,,,American Eagle Airlines Inc.,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372,Wichita Falls Municipal Airport/Sheppard AFB,Wichita Falls,TX,USA,33.9888,-98.49189
5576738,2015-01-01 00:00:00,1900-01-01 00:12:00,1900-01-16 00:00:00,3,EV,4508,N36915,EWR,MHT,1136,1130.0,-6.0,22.0,1152.0,70.0,67.0,39.0,209,1231.0,6.0,1246,1237.0,-9.0,0,0,,,,,,,Atlantic Southeast Airlines,Newark Liberty International Airport,Newark,NJ,USA,40.6925,-74.16866,Manchester-Boston Regional Airport,Manchester,NH,USA,42.93452,-71.43706
1244101,2015-01-01 00:00:00,1900-01-01 00:03:00,1900-01-22 00:00:00,7,MQ,3028,N681MQ,DFW,CLL,1015,1009.0,-6.0,26.0,1035.0,53.0,67.0,38.0,164,1113.0,3.0,1108,1116.0,8.0,0,0,,,,,,,American Eagle Airlines Inc.,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372,Easterwood Airport,College Station,TX,USA,30.58859,-96.36382
830689,2015-01-01 00:00:00,1900-01-01 00:02:00,1900-01-24 00:00:00,2,UA,1111,N69839,EWR,LAS,1448,1508.0,20.0,15.0,1523.0,350.0,321.0,300.0,2227,1723.0,6.0,1738,1729.0,-9.0,0,0,,,,,,,United Air Lines Inc.,Newark Liberty International Airport,Newark,NJ,USA,40.6925,-74.16866,McCarran International Airport,Las Vegas,NV,USA,36.08036,-115.15233
2763653,2015-01-01 00:00:00,1900-01-01 00:06:00,1900-01-23 00:00:00,2,AA,141,N5ESAA,LAX,HNL,1330,1323.0,-7.0,25.0,1348.0,351.0,344.0,316.0,2556,1604.0,3.0,1621,1607.0,-14.0,0,0,,,,,,,American Airlines Inc.,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807,Honolulu International Airport,Honolulu,HI,USA,21.31869,-157.92241
3546450,2015-01-01 00:00:00,1900-01-01 00:08:00,1900-01-09 00:00:00,7,DL,1972,N373DA,AUS,JFK,800,800.0,0.0,15.0,815.0,222.0,250.0,227.0,1521,1302.0,8.0,1242,1310.0,28.0,0,0,,28.0,0.0,0.0,0.0,0.0,Delta Air Lines Inc.,Austin-Bergstrom International Airport,Austin,TX,USA,30.19453,-97.66987,John F. Kennedy International Airport (New York International Airport),New York,NY,USA,40.63975,-73.77893
2453059,2015-01-01 00:00:00,1900-01-01 00:06:00,1900-01-04 00:00:00,4,WN,829,N317WN,SAN,PHX,2225,2234.0,9.0,13.0,2247.0,80.0,60.0,43.0,304,2330.0,4.0,2345,2334.0,-11.0,0,0,,,,,,,Southwest Airlines Co.,San Diego International Airport (Lindbergh Field),San Diego,CA,USA,32.73356,-117.18966,Phoenix Sky Harbor International Airport,Phoenix,AZ,USA,33.43417,-112.00806
1750911,2015-01-01 00:00:00,1900-01-01 00:04:00,1900-01-22 00:00:00,3,AA,1627,N4UCAA,FAT,DFW,1340,1354.0,14.0,16.0,1410.0,201.0,191.0,163.0,1313,1853.0,12.0,1901,1905.0,4.0,0,0,,,,,,,American Airlines Inc.,Fresno Yosemite International Airport,Fresno,CA,USA,36.77619,-119.71814,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
4445061,2015-01-01 00:00:00,1900-01-01 00:10:00,1900-01-04 00:00:00,7,OO,2966,N465SW,14689,14107,1920,2246.0,206.0,10.0,2256.0,90.0,84.0,69.0,455,5.0,5.0,2050,10.0,200.0,0,0,,0.0,0.0,0.0,200.0,0.0,Skywest Airlines Inc.,,,,,,,,,,,,
212415,2015-01-01 00:00:00,1900-01-01 00:01:00,1900-01-14 00:00:00,3,AA,60,N398AA,DFW,MIA,1755,1751.0,-4.0,14.0,1805.0,160.0,143.0,121.0,1121,2106.0,8.0,2135,2114.0,-21.0,0,0,,,,,,,American Airlines Inc.,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372,Miami International Airport,Miami,FL,USA,25.79325,-80.29056
4427159,2015-01-01 00:00:00,1900-01-01 00:10:00,1900-01-03 00:00:00,6,AS,486,N315AS,14747,14679,1455,1450.0,-5.0,12.0,1502.0,159.0,146.0,131.0,1050,1713.0,3.0,1734,1716.0,-18.0,0,0,,,,,,,Alaska Airlines Inc.,,,,,,,,,,,,
5468326,2015-01-01 00:00:00,1900-01-01 00:12:00,1900-01-09 00:00:00,3,OO,6404,N103SY,EUG,SFO,1047,1038.0,-9.0,12.0,1050.0,98.0,92.0,76.0,451,1206.0,4.0,1225,1210.0,-15.0,0,0,,,,,,,Skywest Airlines Inc.,Eugene Airport (Mahlon Sweet Field),Eugene,OR,USA,44.12326,-123.21869,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37484
921405,2015-01-01 00:00:00,1900-01-01 00:03:00,1900-01-02 00:00:00,1,MQ,3127,N520MQ,ORD,LIT,1210,1206.0,-4.0,18.0,1224.0,109.0,105.0,83.0,552,1347.0,4.0,1359,1351.0,-8.0,0,0,,,,,,,American Eagle Airlines Inc.,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446,Bill and Hillary Clinton National Airport (Adams Field),Little Rock,AR,USA,34.7294,-92.22425
451819,2015-01-01 00:00:00,1900-01-01 00:01:00,1900-01-30 00:00:00,5,DL,980,N3743H,ATL,BOS,1517,1519.0,2.0,29.0,1548.0,151.0,165.0,128.0,946,1756.0,8.0,1748,1804.0,16.0,0,0,,16.0,0.0,0.0,0.0,0.0,Delta Air Lines Inc.,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694,Gen. Edward Lawrence Logan International Airport,Boston,MA,USA,42.36435,-71.00518
3346258,2015-01-01 00:00:00,1900-01-01 00:07:00,1900-01-28 00:00:00,2,WN,550,N704SW,SEA,SMF,1015,1016.0,1.0,19.0,1035.0,110.0,105.0,82.0,605,1157.0,4.0,1205,1201.0,-4.0,0,0,,,,,,,Southwest Airlines Co.,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,Sacramento International Airport,Sacramento,CA,USA,38.69542,-121.59077
4686713,2015-01-01 00:00:00,1900-01-01 00:10:00,1900-01-20 00:00:00,2,EV,5101,N186PQ,13931,13487,615,614.0,-1.0,30.0,644.0,177.0,196.0,161.0,1045,825.0,5.0,812,830.0,18.0,0,0,,18.0,0.0,0.0,0.0,0.0,Atlantic Southeast Airlines,,,,,,,,,,,,
183823,2015-01-01 00:00:00,1900-01-01 00:01:00,1900-01-12 00:00:00,1,UA,1593,N75425,MCO,EWR,2018,2043.0,25.0,16.0,2059.0,166.0,135.0,112.0,937,2251.0,7.0,2304,2258.0,-6.0,0,0,,,,,,,United Air Lines Inc.,Orlando International Airport,Orlando,FL,USA,28.42889,-81.31603,Newark Liberty International Airport,Newark,NJ,USA,40.6925,-74.16866
4102321,2015-01-01 00:00:00,1900-01-01 00:09:00,1900-01-12 00:00:00,6,DL,730,N818DA,LAX,IND,2250,2250.0,0.0,14.0,2304.0,240.0,236.0,215.0,1814,539.0,7.0,550,546.0,-4.0,0,0,,,,,,,Delta Air Lines Inc.,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807,Indianapolis International Airport,Indianapolis,IN,USA,39.71733,-86.29438
1554425,2015-01-01 00:00:00,1900-01-01 00:04:00,1900-01-10 00:00:00,5,US,1942,N838AW,CLT,BUF,925,923.0,-2.0,25.0,948.0,100.0,112.0,85.0,546,1113.0,2.0,1105,1115.0,10.0,0,0,,,,,,,US Airways Inc.,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,Buffalo Niagara International Airport,Buffalo,NY,USA,42.94052,-78.73217
31400,2015-01-01 00:00:00,1900-01-01 00:01:00,1900-01-03 00:00:00,6,F9,133,N905FR,DFW,DEN,605,601.0,-4.0,12.0,613.0,122.0,106.0,87.0,641,640.0,7.0,707,647.0,-20.0,0,0,,,,,,,Frontier Airlines Inc.,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372,Denver International Airport,Denver,CO,USA,39.85841,-104.667
5179630,2015-01-01 00:00:00,1900-01-01 00:11:00,1900-01-20 00:00:00,5,WN,267,N282WN,SMF,SNA,1035,1043.0,8.0,7.0,1050.0,85.0,78.0,67.0,404,1157.0,4.0,1200,1201.0,1.0,0,0,,,,,,,Southwest Airlines Co.,Sacramento International Airport,Sacramento,CA,USA,38.69542,-121.59077,John Wayne Airport (Orange County Airport),Santa Ana,CA,USA,33.67566,-117.86822
3264927,2015-01-01 00:00:00,1900-01-01 00:07:00,1900-01-23 00:00:00,4,B6,781,N355JB,BOS,RIC,1250,1242.0,-8.0,18.0,1300.0,99.0,100.0,78.0,474,1418.0,4.0,1429,1422.0,-7.0,0,0,,,,,,,JetBlue Airways,Gen. Edward Lawrence Logan International Airport,Boston,MA,USA,42.36435,-71.00518,Richmond International Airport,Richmond,VA,USA,37.50517,-77.31967
